Site▲▼,1998▲▼,1999▲▼,2000▲▼,2001▲▼,2002▲▼,2003▲▼,2004▲▼,2005▲▼,2006▲▼,2007▲▼,2008▲▼,2009▲▼,2010▲▼,2011▲▼,2012▲▼,2013▲▼,2014▲▼,2015▲▼,2016▲▼,2017▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼
Marlow Gravel Pits,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,0,0,12,2019-11-21 13:54:15
Marsh Lane Gravel Pits,0,0,0,0,nan,0.0,nan,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Marsh Lane Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Marston Vale Country Park,0,0,10,0,0,0.0,0,nan,nan,nan,nan,(0),1.0,0.0,0.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Marton Mere (Blackpool),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.0,0.0,nan,0,nan,0.0,0.0,(0),nan,0,0,12,2019-11-21 13:54:15
Maxey Pits,0,0,0,0,0,0.0,0,0.0,0,(0),0.0,0,3.0,0.0,0.0,0,2.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Medway Estuary,1,0,0,(0),0,0.0,0,0.0,0,(0),0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Melton Country Park,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Mere Sands Wood Nature Reserve,0,0,0,0,1,2.0,0,0.0,0,0,2.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Merryton Haughs,0,1,0,nan,nan,nan,nan,0.0,1,0,0.0,0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,0,0,12,2019-11-21 13:54:15
Messingham Sand Quarries,nan,nan,nan,nan,nan,1.0,0,0.0,0,nan,nan,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Mickletown Ings,1,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,Aug,0,0,12,2019-11-21 13:54:15
Middle Yare Marshes,0,(0),0,1,0,7.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Morton Lochs,(0),(0),0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Murton Wildlife Reserve,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0,0.0,0.0,0.0,(0),1.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Neumann's and Ashton's Flashes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0,0.0,0.0,0.0,0,nan,0,0,12,2019-11-21 13:54:15
Newgale Marsh,nan,nan,nan,(0),0.0,0,0,0,nan,0,0.0,0.0,0,0,0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Newington Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,0,1,0,nan,0,0,13,2019-11-21 13:54:20
Newmiller Dam,0,0,0,0,0.0,0,0,0,0.0,0,nan,0.0,nan,0,nan,0,nan,0,0,nan,nan,0,0,13,2019-11-21 13:54:20
Newport Pagnell Gravel Pits,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Newton Pool,nan,nan,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
North Hykeham Gravel Pits,0,0,0,nan,0.0,1,0,0,0.0,(0),0.0,0.0,0,0,0,0,0.0,0,0,nan,nan,0,0,13,2019-11-21 13:54:20
North West Solent,0,0,(0),(0),0.0,0,0,1,2.0,3,3.0,0.0,0,0,2,0,0.0,0,0,1,May,0,0,13,2019-11-21 13:54:20
North-east Glamorgan Moorland Pools,0,0,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0.0,0,0,nan,nan,0,0,13,2019-11-21 13:54:20
Orwell Estuary,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,1,1,0,nan,0,0,13,2019-11-21 13:54:20
Otmoor,nan,nan,1,0,0.0,0,0,0,0.0,0,0.0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Overcote Marina,nan,nan,5Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,nan,nan,nan,nan,0,0,13,2019-11-21 13:54:20
Pagham Harbour,0,0,0,0,2.0,1,3,0,0.0,0,1.0,0.0,0,0,0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Panshanger Estate,0,0,0,nan,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,nan,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Par Sands Pools and St Andrews Road,0,0,1,0,0.0,0,0,0,4.0,0,0.0,0.0,0,0,0,0,0.0,0,nan,nan,nan,0,0,13,2019-11-21 13:54:20
Parc Slip NR North Wetland,nan,nan,nan,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,nan,0,0,13,2019-11-21 13:54:20
Parc Slip NR excluding North Wetland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,nan,0,0,13,2019-11-21 13:54:20
Parc Tredelerch - Cardiff,nan,nan,nan,nan,nan,1,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,(0),(0),nan,0,0,13,2019-11-21 13:54:20
Pegwell Bay,0,0,0,0,0.0,0,(0),0,0.0,0,1.0,1.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,2Supplementary visit under the WeBS Core Count SurveyWeBS,2Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,1,0,nan,0,0,13,2019-11-21 13:54:20
Pennington Flash,(0),0,0,0,0.0,0,0,0,3.0,0,0.0,0.0,0,0,0,0,0.0,1,0,0,nan,0,0,13,2019-11-21 13:54:20
Plym Estuary,nan,(0),0,nan,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Point of Ayre Gravel Pit,nan,nan,nan,0,0.0,0,0,0,0.0,0,2.0,0.0,0,0,nan,nan,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Poole Harbour,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Port Meadow,0,0,(0),(0),0.0,0,(0),(0),0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,1,Mar,0,0,13,2019-11-21 13:54:20
Porth Reservoir,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,nan,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Portsmouth Harbour,0,0,0,0,0.0,(0),(0),0,0.0,0,0.0,0.0,0,0,0,0,0.0,(0),(0),0,nan,0,0,13,2019-11-21 13:54:20
Priory Water and Kirby Lakes,0,0,0,0,0.0,0,(0),0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Pugneys Country Park Lakes,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,1,0,nan,0,0,13,2019-11-21 13:54:20
Queen Mary Reservoir,0,0,0,0,0.0,0,0,0,nan,0,0.0,0.0,0,(0),0,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
RSPB Langford Lowfields,0,0,0,0,0.0,0,2,1,2.0,0,0.0,0.0,1,0,(0),0,0.0,0,0,(0),nan,0,0,13,2019-11-21 13:54:20
Radwell Lakes,0,0,0,0,0.0,0,0,nan,nan,0,0.0,nan,1,0,2,0,0.0,0,0,0,nan,0,0,13,2019-11-21 13:54:20
Ranworth and Cockshoot Broads,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Ravensthorpe Reservoir,0.0,1,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Redgrave and Lopham Fen,nan,nan,nan,nan,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Ribble Valley at Long Preston,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
River Avon - Fordingbridge to Ringwood,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
River Avon - Ringwood to Christchurch,0.0,0,(0),(0),0,0.0,0.0,0.0,0.0,0,(0),0,0,0,0,2.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
River Calder and River Aire Confluence,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,14,2019-11-21 13:54:25
River Lune - Caton to Hornby and Wenning Foot (The Snab),0.0,0,0,nan,1,0.0,nan,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,(0),0.0,nan,0,0,14,2019-11-21 13:54:25
River Stour - Whitemill to Shapwick,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
River Thames - Putney to Barnes,0.0,0,(0),0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
River Witham: Bardney Bridge to Five Mile House,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,1.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Roadford Reservoir,0.0,0,nan,0,0,0.0,0.0,2.0,0.0,0,0,0,0,4,1,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Roath Park Lake,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,(0),nan,0,0.0,0,1.0,Oct,0,0,14,2019-11-21 13:54:25
Rodley Nature Reserve,nan,nan,0,0,0,1.0,0.0,0.0,0.0,(0),0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Rossie Bog,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(1),(0),(0),(0),nan,(0),nan,(0),nan,nan,0,0,14,2019-11-21 13:54:25
Roswell Pits,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0,0,nan,nan,0,0.0,0,nan,nan,0,0,14,2019-11-21 13:54:25
Roxton Lake,nan,nan,0,0,0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Ruxley GP,0.0,0,(0),0,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,0,0.0,(0),nan,nan,nan,nan,0,0,14,2019-11-21 13:54:25
Sale Water Park and Broad Ees Dole,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,nan,nan,nan,0,0,14,2019-11-21 13:54:25
Salford Priors Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0.0,1,0.0,nan,0,0,14,2019-11-21 13:54:25
Sambrook Mill Ponds,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0,0,nan,(0),0,0.0,0,0.0,0,1.0,Apr,0,0,14,2019-11-21 13:54:25
Sandbach Flashes,1.0,0,0,0,1,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Sandwell Valley Country Park,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,nan,0,nan,nan,nan,nan,0,0,14,2019-11-21 13:54:25
Saxon Lake,nan,nan,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Scaling Dam Reservoir,0.0,(0),nan,nan,(0),0.0,0.0,0.0,0.0,0,0,0,(0),0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Sea Bank (Huttoft) Clay Pits,0.0,(0),0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Seaton Gravel Pits and River,0.0,nan,0,nan,0,nan,0.0,0.0,0.0,(0),0,1,0,0,0,0.0,(0),0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Seaton and Murton Ponds,0.0,0,0,nan,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Severn Hams,0.0,0,0,0,(0),0.0,0.0,0.0,1.0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,14,2019-11-21 13:54:25
Shavington Park,0.0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0,0.0,1,0.0,nan,0,0,14,2019-11-21 13:54:25
Shell Pond (Carrington),(0),(0),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Sherborne Lake,0,0,(0),0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Shibdon Pond,0,0,2,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,0,0,2,Apr,0,0,15,2019-11-21 13:54:30
Shobrooke Park Lakes,(0),(0),0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Silverdale Moss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,15,2019-11-21 13:54:30
Sinah Gravel Pit,0,0,0,0,0,0,(0),(0),(0),0,0.0,1,0,0,0,0,0,nan,nan,nan,nan,0,0,15,2019-11-21 13:54:30
Skelton Lake,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,4,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Slains Lochs (Meikle and Sand and Cotehill),nan,nan,(0),0,0,(0),0,0,(0),0,nan,(0),0,0,0,0,0,1,0,0,nan,0,0,15,2019-11-21 13:54:30
Slapton Ley,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Soddy Gap Pools,nan,nan,nan,nan,nan,nan,0,(0),1,0,0.0,0,(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,15,2019-11-21 13:54:30
Solway Estuary (English counties),0,0,0,0,0,0,1,0,0,0,1.0,3,0,0,1,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
South Ferriby Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0,0,nan,0,0,15,2019-11-21 13:54:30
South Huish Marsh,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,Apr,0,0,15,2019-11-21 13:54:30
South Studdock Pond,0,0,(0),nan,0,0,0,(0),1,0,0.0,nan,nan,0,0,0,0,0,nan,nan,nan,0,0,15,2019-11-21 13:54:30
Southill Lake,0,0,0,nan,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Spade Oak Gravel Pit (Little Marlow),0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,nan,0,0,15,2019-11-21 13:54:30
St Margaret's Loch,0,0,(0),0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
St Mary's Island,0,0,0,0,1,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Staines Reservoirs,0,0,0,0,0,0,4,1,0,2,0.0,0,0,0,1,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Stanford Reservoir,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,(0),0,nan,0,0,15,2019-11-21 13:54:30
Stanley Ferry Flash,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Stanwick Gravel Pits Consolidated,0,(0),nan,(0),(0),0,0,0,nan,nan,nan,(2),(0),0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Staunton Harold Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,(0),0,nan,0,0,15,2019-11-21 13:54:30
Staveley Gravel Pit,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Stithians Reservoir,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,0,0,0,nan,0,nan,0,0,15,2019-11-21 13:54:30
Stoke Water Meadows,0,nan,nan,0,2,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Stour Estuary,0,0,0,0,1,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Stourhead Lakes,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Stratfield Saye,0,0,0,0,(0),0,0,0,(0),(0),0.0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-21 13:54:30
Stretton Sugwas Sand Pit,nan,nan,nan,0,0,0,nan,nan,nan,0,0.0,0,0,0,0,0,0,0,1,0,nan,0,0,15,2019-11-21 13:54:30
Strinesdale Reservoirs,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0,0.0,0,0,nan,nan,0,nan,0,0,16,2019-11-21 13:54:36
Sunbiggin Tarn,0.0,1.0,0.0,(0),0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Sutton Courtenay Gravel Pits West,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,nan,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Sutton and Lound Gravel Pits,0.0,nan,0.0,0,0.0,nan,0.0,nan,0.0,0,2,4.0,1.0,2,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Swansea Bay,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,(0),0,0,0,nan,0,0,16,2019-11-21 13:54:36
Swithland Reservoir,0.0,0.0,1.0,(0),3.0,0.0,0.0,2.0,1.0,0,0,0.0,1.0,0,0.0,0,1,0,1,0,nan,0,0,16,2019-11-21 13:54:36
Tamar Complex,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Tamar Lakes,0.0,0.0,0.0,0,0.0,0.0,nan,0.0,0.0,0,0,0.0,0.0,0,0.0,(0),0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Tatton and Melchett Meres,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Taw-Torridge Estuary,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,1,0,nan,0,0,16,2019-11-21 13:54:36
Tay Estuary,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,1,0,nan,0,0,16,2019-11-21 13:54:36
Testwood Lakes,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
