Site▲▼,1998▲▼,1999▲▼,2000▲▼,2001▲▼,2002▲▼,2003▲▼,2004▲▼,2005▲▼,2006▲▼,2007▲▼,2008▲▼,2009▲▼,2010▲▼,2011▲▼,2012▲▼,2013▲▼,2014▲▼,2015▲▼,2016▲▼,2017▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼
Thanet Coast,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1,Mar,0,0,16,2019-11-21 13:54:36
Theale Gravel Pits,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,(0),0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Thorpe Water Park,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Thrapston Gravel Pits,1.0,1.0,2.0,1,1.0,0.0,0.0,nan,nan,nan,0,nan,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Thrybergh Country Park,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,nan,0,0,16,2019-11-21 13:54:36
Thurlestone Marsh,0.0,0.0,0.0,(0),0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0,0,nan,nan,0,0,16,2019-11-21 13:54:36
Tongue End Nature Reserve (Baston Fen),0.0,0.0,0.0,0,0.0,nan,0.0,0.0,0.0,0,nan,nan,nan,0,0.0,0,0,nan,0,0,nan,0,0,16,2019-11-21 13:54:36
Trent Valley Pit,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0,nan,nan,nan,0,0.0,nan,nan,nan,(0),nan,nan,0,0,16,2019-11-21 13:54:36
Tucklesholme Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,16,2019-11-21 13:54:36
Twyford Gravel Pits,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Ulpha Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,0.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,0,0,(0),nan,0,0,16,2019-11-21 13:54:36
Upton Warren Local Nature Reserve,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Venus Pool and Cound Fishery,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,1,0,nan,0,0,16,2019-11-21 13:54:36
WWT Martin Mere,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,1,0,0.0,1.0,0,0.0,1,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
WWT Washington,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Walmore Common,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,(0),0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Walthamstow Reservoirs,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,(0),0,(0),0,nan,0,0,16,2019-11-21 13:54:36
Wanlip North Lakes,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-21 13:54:36
Watermead Country Park South,0,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Westport Lake,0,0,0,0.0,0,0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0,0,nan,nan,0.0,0.0,17,2019-11-21 13:54:41
Whisby Nature Reserve,0,(0),0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0,0.0,0,0,nan,nan,0.0,0.0,17,2019-11-21 13:54:41
Whisby and North Hykeham Gravel Pits,0,(0),0,0.0,0,1,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Whittledene Reservoirs,nan,nan,nan,nan,(0),0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Wigan Flashes,0,0,0,0.0,2,0,1.0,0.0,1.0,0,0,1.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Willen Lake,0,0,0,3.0,0,1,0.0,0.0,0.0,0,0,0.0,nan,nan,0.0,1,0.0,nan,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
William Girling Reservoir,0,0,0,0.0,1,0,0.0,0.0,nan,0,0,0.0,0.0,1.0,0.0,0,0.0,0,0,(0),nan,0.0,0.0,17,2019-11-21 13:54:41
Willington Gravel Pits,0,(0),(0),0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
"Willowtree Fen, Guthram Gowt",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Winchester Sewage Treatment Works,0,0,(0),0.0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Wintersett and Cold Hiendley Reservoirs,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Wistlandpound Reservoir,nan,0,0,0.0,0,0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Witchett Pool,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0,0,0.0,0.0,0.0,nan,1,0.0,0,0,nan,nan,0.0,0.0,17,2019-11-21 13:54:41
Woburn Park Lakes,(0),2,0,nan,0,(0),0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Wollaton Park Lake,0,0,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,nan,nan,nan,0.0,0.0,17,2019-11-21 13:54:41
Woodhorn Flashes,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Woolston Eyes,(0),0,0,0.0,0,1,0.0,0.0,0.0,(0),(0),0.0,0.0,0.0,0.0,0,1.0,0,(0),(0),nan,0.0,0.0,17,2019-11-21 13:54:41
Worsborough Reservoir,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0.0,0.0,17,2019-11-21 13:54:41
Wraysbury Gravel Pits,3,10,1,0.0,0,12,0.0,0.0,0.0,0,nan,0.0,0.0,0.0,0.0,0,0.0,(0),0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Wyboston Lakes,nan,nan,nan,0.0,0,9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Yare Valley - Marlingford to Bawburgh,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,1.0,(0),0.0,0,0,0,nan,0.0,0.0,17,2019-11-21 13:54:41
Antingham Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Avon Meadows - Twyning and Bredon's Hardwick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Avonmouth Sewage Works,0,0,nan,nan,nan,0,0.0,0.0,0.0,0,0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Barton Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Baston and Langtoft Gravel Pits,0,0,(0),0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Bowie Pool,0,2,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Bradley Pools (Derbyshire),nan,0,0,0.0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Broadwater Lake (Walton/Weybridge),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,2019-11-21 13:54:41
Broomhill Flash near Wombwell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Cherwell - Somerton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
College Reservoir,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Cotswold Water Park (East),(0),2.0,0.0,0,0.0,0.0,0.0,(0),0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Cranemoor Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Dersingham Decoy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Dumbreck Pools,(0),0.0,0.0,0,0.0,1.0,0.0,0,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Duns Dish,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Eglwys Nunydd Reservoir,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Elvaston Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Ely Beet Factory and Roswell Pits,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Eynsham Hall Large Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Foliejon Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Glynde Levels,1,0.0,1.0,(0),0.0,1.0,0.0,0,0,(0),0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Great Pool (Tresco),nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Gunton Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Hever Castle Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Horsey Mere,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Hothfield Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Kimmer Lough,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Leventhorpe Flood Meadows,0,0.0,0.0,0,1.0,0.0,0.0,nan,nan,nan,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Llanishen and Lisvane Reservoirs and Roath Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Loch Stiapavat (Lewis),0,0.0,0.0,0,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Lydden Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Mersehead RSPB Reserve,nan,nan,0.0,0,0.0,0.0,0.0,0,0,1,nan,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Micklemere,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Middleton Industrial Estate,nan,nan,nan,nan,nan,0.0,nan,nan,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Millersneuk Marsh,nan,0.0,0.0,0,0.0,0.0,0.0,(0),(1),(0),0.0,(0),0.0,(0),(0),nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
Morden Park Lake,nan,nan,0.0,0,0.0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
North Banks GP (Whittlesey),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,2019-11-21 13:54:46
North Somercotes Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Old Denaby Flash,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Ossmere,0.0,0.0,0.0,nan,nan,0.0,nan,0.0,nan,0,0.0,4.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Peppermill Dam and Moor Loch and Keir Loch,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
R Wensum: Fakenham - Gt Ryburgh (inc Pensthorpe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Rainham Quarry,nan,nan,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Renishaw Sewage Farm,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
River Exe - Staffords Rail Bridge to Stoke Cannon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
River Soar Redhill Lock,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
River Stour (Corfe Mullen),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
River Trent - Littleborough,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Rookery South (Stewartby),0.0,2.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Shorncote Sewage Treatment Works,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Sleaford GPs,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
South Huish Marshes and Milton Ley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Spout Wood GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
St Johns Loch,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
St. Ouen's Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0.0,0.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Staines Moor GPs,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Stranraer Lochs,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Strinesdale Lower,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Sutton Bingham Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Thorpe Marsh Power Station,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Venus Pool,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Wath Ings and Broomhill Flash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Whittlesford Gravel Pits,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Witley Court,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
Worth Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2019-11-21 13:54:51
END
